4.196e+00	5.436e+00	8.381e-01	7.261e-01
9.801e+00	4.300e+00	6.628e-01	5.743e-01
1.464e+01	4.181e+00	8.008e-01	6.720e-01
1.955e+01	3.358e+00	4.554e-01	4.485e-01
2.442e+01	2.967e+00	4.034e-01	4.363e-01
3.457e+01	1.977e+00	3.793e-01	2.911e-01
4.474e+01	1.255e+00	2.164e-01	2.351e-01
