Data stolen from file: kelly temporal amp and cont
The X-axis is logarithmic from 0.1 to 100
The Y-axis is logarithmic from 1 to 1000

 X-value	 Y-value
9.890e-01	2.289e+01
2.054e+00	3.109e+01
2.862e+00	4.677e+01
4.125e+00	5.358e+01
7.254e+00	9.236e+01
8.285e+00	7.791e+01
1.234e+01	1.539e+02
1.664e+01	1.213e+02
2.649e+01	6.352e+01
3.342e+01	2.212e+01
4.659e+01	1.845e+00
