4.897e-01	1.779e+01
6.904e-01	1.753e+01
1.004e+00	1.701e+01
1.372e+00	1.729e+01
1.965e+00	1.600e+01
2.772e+00	1.390e+01
3.910e+00	1.226e+01
5.518e+00	8.809e+00
8.037e+00	5.849e+00
1.100e+01	4.008e+00
