4.363e+02	4.321e-01
4.513e+02	5.382e-01
4.568e+02	5.930e-01
4.625e+02	6.599e-01
4.681e+02	7.268e-01
4.721e+02	7.847e-01
4.777e+02	8.394e-01
4.832e+02	8.911e-01
4.895e+02	9.366e-01
4.927e+02	9.761e-01
5.020e+02	9.878e-01
5.104e+02	9.842e-01
5.201e+02	9.133e-01
5.252e+02	8.579e-01
5.312e+02	8.178e-01
5.347e+02	7.350e-01
5.398e+02	6.643e-01
5.433e+02	5.816e-01
5.491e+02	4.986e-01
5.542e+02	4.249e-01
5.592e+02	3.451e-01
5.650e+02	2.530e-01
5.738e+02	1.454e-01
5.790e+02	1.237e-01
5.842e+02	8.054e-02
5.887e+02	5.274e-02
5.940e+02	4.019e-02
5.986e+02	2.767e-02
6.046e+02	1.813e-02
6.092e+02	1.479e-02
6.153e+02	8.299e-03
6.207e+02	4.914e-03
6.268e+02	4.540e-03
6.306e+02	1.248e-03
