Data stolen from file: kelly  tcsf amplitude
The X-axis is logarithmic from 1 to 100
The Y-axis is logarithmic from 1000 to 0.01

 X-value	 Y-value
1.538e+00	5.154e+00
2.610e+00	5.135e+00
4.018e+00	2.803e+00
4.685e+00	2.039e+00
6.391e+00	1.850e+00
8.175e+00	1.223e+00
1.080e+01	9.173e-01
1.342e+01	8.873e-01
1.569e+01	1.006e+00
1.893e+01	1.141e+00
2.286e+01	1.516e+00
2.684e+01	3.140e+00
3.239e+01	3.916e+00
3.939e+01	1.530e+01
5.434e+01	7.453e+01
