0.726 1.357 0.074
0.872 1.633 0.071
1.010 1.920 0.077
1.015 2.459 0.122
0.788 2.332 0.189
0.807 2.511 0.236
0.706 2.202 0.218
0.882 2.367 0.196
0.731 1.757 0.132
0.783 1.695 0.108
0.1787 0.1717 0.2101
0.2110 0.2043 0.2559
0.2312 0.2362 0.2628
0.2858 0.3311 0.3421
0.2414 0.2958 0.3398
0.2342 0.2857 0.3469
0.2304 0.2713 0.3623
0.2187 0.2506 0.3084
0.1816 0.1929 0.2551
0.1979 0.1995 0.2535
