0.371 0.241 0.046
0.310 0.228 0.028
0.241 0.214 0.018
0.199 0.206 0.030
0.130 0.167 0.054
0.140 0.180 0.092
0.133 0.163 0.121
0.209 0.206 0.135
0.261 0.202 0.109	
0.333 0.235 0.077
0.4168 0.3015 0.1805
0.4015 0.3329 0.1205
0.3336 0.3564 0.0781
0.2695 0.3511 0.2025
0.1968 0.2886 0.2791
0.2333 0.3099 0.4077
0.1942 0.2476 0.4612
0.2894 0.3096 0.4867
0.3788 0.2998 0.4121
0.4369 0.3266 0.2981
